author,name,material,technic,genre,style,v_size,h_size,year,price
Guzenko Pavel,Altai,Canvas,Oil,Landscape,Impressionism,20,40,Unknown,500
Guzenko Pavel,Altai 2,Canvas,Oil,Landscape,Impressionism,20,40,Unknown,500
Gerasimenko Natalya,Fountain in Portugal,Canvas,Oil,Landscape,Symbolism,60,50,Unknown,860
Gerasimenko Natalya,The path to the unknown islands,Canvas,Oil,Landscape,Symbolism,90,90,Unknown,3990
Gerasimenko Natalya,Remembrance of the Golden Age,Canvas,Oil,Religion and myth,Symbolism,80,100,2000,4840
Gerasimenko Natalya,Still Life with Pears,Canvas,Oil,Still life,Symbolism,45,65,2017,640
Gerasimenko Natalya,Adoration of the Magi,Canvas,Oil,Religion and myth,Symbolism,100,100,2015,4010
Mantrov Dmitriy,Spring came,Fiberboard,Oil,Landscape,Impressionism,45,65,2010,1530
Bilyaev Roman,Winter reach,Canvas,Oil,Landscape,Impressionism,50,70,2017,500
Bilyaev Roman,Autumn still life,Canvas,Oil,Still life,Impressionism,60,70,2017,1030
Bilyaev Roman,Prague,Canvas,Oil,Landscape,Impressionism,50,70,2017,1030
Bilyaev Roman,Pereslavl – Lake Pleshcheevo,Canvas,Oil,Landscape,Impressionism,60,80,2017,1500
Bilyaev Roman,Past childhood,Canvas,Oil,Landscape,Impressionism,60,80,2017,500
Bilyaev Roman,At the edge,Canvas,Oil,Landscape,Impressionism,60,80,2018,1370
Bilyaev Roman,Morning,Canvas,Oil,Landscape,Impressionism,40,60,2017,770
Bilyaev Roman,Grad Sviyazhsk,Canvas,Oil,Landscape,Impressionism,80,100,2017,1930
Bilyaev Roman,Sergiev Posad – Zimka,Canvas,Oil,Landscape,Impressionism,60,80,2017,1590
Bilyaev Roman,Manor Pehra Yakovlevskaya,Canvas,Oil,Landscape,Impressionism,60,80,2017,1200
Bilyaev Roman,Summer rain,Canvas,Oil,Landscape,Impressionism,60,80,2017,1500
Bilyaev Roman,Noon in Pereslavl,Canvas,Oil,Landscape,Impressionism,60,80,2018,1370
Bilyaev Roman,Nostalgia for childhood,Canvas,Oil,Landscape,Impressionism,60,80,2018,1590
Bilyaev Roman,Warm winter,Canvas,Oil,Landscape,Impressionism,60,80,2017,1540
Bilyaev Roman,Great Rostov,Canvas,Oil,Landscape,Impressionism,60,120,2018,1930
Bilyaev Roman,Ples – a warm winter,Canvas,Oil,Landscape,Impressionism,60,80,2018,1410
Bilyaev Roman,Let’s go home,Canvas,Oil,Landscape,Impressionism,50,70,2018,1160
Klincov Aleksey,Zenith,Canvas,Эмаль,Abstraction,Expressionism,100,100,2016,13710
Bilyaev Roman,Sunset – Outback,Canvas,Oil,Landscape,Impressionism,50,70,2018,1070
Bilyaev Roman,Frosty reach,Canvas,Oil,Landscape,Impressionism,60,80,2017,1290
Bilyaev Roman,Pereslavl – Morning,Canvas,Oil,Landscape,Impressionism,60,80,2017,1500
Bilyaev Roman,Red rowan burns with fire,Canvas,Oil,Landscape,Impressionism,60,80,2017,1290
Mishagin Andrey,Autumn Study (6),Canvas,Oil,Landscape,Impressionism,30,28,2018,500
Mishagin Andrey,In the garden,Canvas,Oil,Still life,Impressionism,27,47,2018,500
Mishagin Andrey,Lukoshko,Canvas,Oil,Still life,Impressionism,40,50,2018,1200
Mishagin Andrey,Autumn Study (5),Canvas,Oil,Landscape,Impressionism,22,25,2018,500
Mishagin Andrey,Summer Still Life,Canvas,Oil,Still life,Impressionism,65,50,2018,2060
Kryukov Ivan,Heavenly fish upgrade,"Canvas, Cardboard","acrylic, Oil",Animals,Conceptual art,40,60,2018,500
Groshev Vyacheslav,Flower wreath,Canvas,Oil,Portrait,Realism,43,45,2016,4070
Groshev Vyacheslav,The beauty of its lines,Canvas,Oil,Nude and erotic,Realism,85,60,2017,500
Groshev Vyacheslav,Hand made card for grandfather,Canvas,Oil,Portrait,Realism,95,55,2018,500
Groshev Vyacheslav,Sunflowers in a jug,Canvas,Oil,Still life,Realism,30,40,2018,1500
Groshev Vyacheslav,Island,Canvas,Oil,Portrait,Realism,80,65,2008,10940
Groshev Vyacheslav,Rejected suggestion,Canvas,Oil,Portrait,Realism,95,65,2018,11710
Groshev Vyacheslav,Manicure,Canvas/cardboard,Oil,Portrait,Realism,63,55,2007,9640
Groshev Vyacheslav,May,Canvas,Oil,Portrait,Realism,70,45,2009,10000
Groshev Vyacheslav,Naughty dog,Canvas,Oil,Portrait,Realism,85,60,2018,10000
Groshev Vyacheslav,Childhood dreams,Canvas,Oil,Portrait,Realism,65,55,2016,500
Groshev Vyacheslav,Bouquet 2,Canvas/cardboard,Oil,Still life,Realism,40,50,2016,3000
Guzenko Pavel,Evening,Canvas,Oil,Landscape,Impressionism,30,50,2018,7000
Salihov Rustam,Immensity of the world №5,Canvas,Oil,Abstraction,Abstract art,100,100,2010,
Shulpin Mihail,Merchant house,Canvas,Oil,Landscape,Impressionism,120,160,2016,3000
Kashina Elena,Krasnousolsk,Canvas,Oil,Still life,Impressionism,60,50,2018,1760
Kashina Elena,Roses,Canvas,Oil,Still life,Impressionism,70,50,2018,1930
Kashina Elena,Still life with daffodils,Canvas,Oil,Still life,Impressionism,40,50,2018,1160
Kashina Elena,Still life with Turks,Canvas,Oil,Still life,Impressionism,40,50,2018,1160
Kashina Elena,Summer Still Life,Canvas,Oil,Still life,Impressionism,35,45,2018,1290
Bender Valeriy,Working day,cardboard,Oil,Landscape,Impressionism,40,50,2011,1840
Osipova Anna,"However, at the Millennium",Canvas,Oil,Genre painting,Symbolism,150,150,2017,500
Bender Valeriy,Building a bridge,Canvas,Oil,Landscape,Impressionism,65,80,Unknown,1710
Bender Valeriy,Is partying,Canvas,Oil,Landscape,Impressionism,50,89,2010,1710
Bender Valeriy,Waiting for the train,Canvas,Oil,Landscape,Impressionism,50,60,2010,1460
Bender Valeriy,Nodal Station – 2,Canvas,Oil,Landscape,Impressionism,40,60,2010,1240
Bender Valeriy,At the train station,cardboard,Oil,Landscape,Impressionism,90,70,2010,2140
Cholokyan Misak,Blue nude,Canvas,mixed,Nude and erotic,Expressionism,54,108,2013,
Kashina Elena,Plum,Canvas,Oil,Landscape,Realism,50,40,2016,1290
Cholokyan Misak,Japanese motif,Canvas,Oil,Abstraction,Abstract art,110,85,2017,500
Halzev Nikolay,High noon,Cardboard,Oil,Landscape,Realism,39,45,1979,640
Dego Aleksandr,Emerald,Canvas,Oil,Abstraction,Abstract art,120,80,Unknown,4290
Mantrov Dmitriy,Warmer,Canvas,Oil,Landscape,Impressionism,50,70,2018,1500
Mantrov Dmitriy,Father’s house,Canvas,Oil,Landscape,Impressionism,50,70,2018,1290
Mantrov Dmitriy,Ivan-tea zatsvol,Canvas,Oil,Landscape,Impressionism,50,70,2018,1500
Mantrov Dmitriy,Evening willow-herb,Canvas,Oil,Landscape,Impressionism,55,75,2018,2140
Mantrov Dmitriy,July over the river,Canvas,Oil,Landscape,Impressionism,50,60,2018,1290
Mantrov Dmitriy,Eventide,Canvas,Oil,Landscape,Impressionism,50,60,2018,1290
Mantrov Dmitriy,Waiting for Spring Waters,Canvas,Oil,Landscape,Impressionism,40,60,2018,1070
Mantrov Dmitriy,In the morning hour,Canvas,Oil,Flowers,Impressionism,60,80,2018,2140
Mantrov Dmitriy,In the protected village,Canvas,Oil,Landscape,Impressionism,40,60,2018,1070
Kolesov Aleksey,On the island of Buyan,Cardboard,Oil,Landscape,Impressionism,23.5,29.5,2018,560
Kolesov Aleksey,Access to water,Cardboard,Oil,Landscape,Impressionism,25,35,2018,670
Boyarkina Svetlana,Heuristics 2 (diptih),Canvas,Oil,Abstraction,Abstract art,65,65,2018,6430
Boyarkina Svetlana,Heuristics 1 (diptih),Canvas,Oil,Abstraction,Abstract art,65,65,2018,6430
Boyarkina Svetlana,48 hours,Canvas,Oil,Abstraction,Abstract art,60,65,2018,6860
Boyarkina Svetlana,25 kadr-2 diptih,Canvas,Oil,Abstraction,Abstract art,60,60,2017,6430
Boyarkina Svetlana,25 kadr diptih,Canvas,Oil,Abstraction,Abstract art,60,60,2017,6430
Shulpin Mihail,Lake Lipno,Canvas,Oil,Landscape,Impressionism,90,130,Unknown,5140
Shulpin Mihail,On my way,Canvas,Oil,Landscape,Impressionism,110,170,Unknown,6000
Kuznecova Yuliya,On the boat station,Canvas,Oil,Landscape,Impressionism,27,36,2018,920
Kuznecova Yuliya,In the twilight,Canvas,Oil,Landscape,Impressionism,35,50,2017,1230
Kuznecova Yuliya,Palms and cypresses,Canvas,Oil,Landscape,Impressionism,40,30,2018,740
Kuznecova Yuliya,Roses at the fence,Canvas,Oil,Flowers,Impressionism,90,80,2018,4410
Kuznecova Yuliya,Autumn gifts,Canvas,Oil,Flowers,Impressionism,80,60,2018,2760
Kuznecova Yuliya,Summer walk,Canvas,Oil,Landscape,Impressionism,60,80,2017,1410
Kuznecova Yuliya,White lilac,Canvas,Oil,Flowers,Impressionism,80,60,2018,2580
Kuznecova Yuliya,Evening buldenezh,Canvas,Oil,Flowers,Impressionism,50,60,2018,1410
Kuznecova Yuliya,A view of the St. Basil’s Cathedral,Canvas,Oil,Landscape,Impressionism,30,40,2018,1050
Kuznecova Yuliya,With kids,Canvas,Oil,Landscape,Impressionism,60,50,2017,1230
Kuznecova Yuliya,Flowers of the Volga,Canvas,Oil,Landscape,Impressionism,30,40,2017,740
Kuznecova Yuliya,The sun in the winter yard,Canvas,Oil,Landscape,Impressionism,30,40,2016,860
Kuznecova Yuliya,Lilac in the old house,Canvas,Oil,Landscape,Impressionism,30,40,2018,920
Kugel Aleksandr,Flowers and Fruit 2,Canvas,Oil,Flowers,Realism,39,52,Unknown,500
Kugel Aleksandr,Peonies,Canvas,Oil,Flowers,Realism,40,50,Unknown,500
Kugel Aleksandr,Morning on the River Pra,Canvas,Oil,Landscape,Realism,31,42,Unknown,500
Kugel Aleksandr,River Pra,Canvas,Oil,Landscape,Realism,30,42,Unknown,500
Kugel Aleksandr,Winter. Neighborhood Yasnaya Polyana,Canvas,Oil,Landscape,Realism,40,60,Unknown,500
Kugel Aleksandr,Winter. Neighborhood Yasnaya Polyana – 4,Canvas,Oil,Landscape,Realism,61,40,Unknown,500
Kugel Aleksandr,"Still life with apples, grapes and plums",Canvas,Oil,Still life,Realism,32,44,Unknown,500
Kugel Aleksandr,Fruit-piece,Canvas,Oil,Still life,Realism,43,36,Unknown,500
Kugel Aleksandr,Still-life with a glass of wine and fruit,Canvas,Oil,Still life,Realism,40,40,Unknown,500
Kugel Aleksandr,Winter. Neighborhood Yasnaya Polyana – 2,Canvas,Oil,Landscape,Realism,27,40,Unknown,500
CHigarev Vladimir,Spring is coming,Canvas,Oil,Animals,Symbolism,110,110,2016,3340
CHigarev Vladimir,The miracle of the five loaves and the two fish,Canvas,Oil,Portrait,Realism,70,100,2018,5570
Kuznecova Yuliya,Velvet ribbon and petunias,Canvas,Oil,Flowers,Impressionism,60,80,2018,3060
Kuznecova Yuliya,February birch,Canvas,Oil,Landscape,Impressionism,70,40,2016,1840
Kuznecova Yuliya,Overgrown pond,Canvas,Oil,Landscape,Impressionism,50,90,2018,2150
Kuznecova Yuliya,Evening still life,Canvas,Oil,Still life,Impressionism,30,40,2018,920
Konyuhova Katerina,Ring green,Canvas,Oil,Abstraction,Abstract art,100,100,2014,2140
Konyuhova Katerina,Ring blue,Canvas,Oil,Abstraction,Abstract art,100,100,2014,2140
Konyuhova Katerina,Ring red,Canvas,Oil,Abstraction,Abstract art,100,100,2016,2140
Konyuhova Katerina,Couple red,Canvas,Oil,Abstraction,Abstract art,120,160,2016,4290
Konyuhova Katerina,Stripes silver gray,Canvas,"Oil, acrylic, поталь",Abstraction,Abstract art,160,100,2017,3210
Konyuhova Katerina,Stipes yellow 2,Canvas,Oil,Abstraction,Abstract art,160,100,2017,3210
Konyuhova Katerina,Order white,Canvas,Oil,Abstraction,Abstract art,160,100,Unknown,3210
Konyuhova Katerina,Order black,Canvas,Oil,Abstraction,Abstract art,160,100,Unknown,3210
Konyuhova Katerina,Stripes black,Canvas,Oil,Abstraction,Abstract art,160,100,Unknown,3210
Konyuhova Katerina,Black couple 2,Canvas,Oil,Abstraction,Abstract art,140,100,Unknown,4290
Konyuhova Katerina,Black couple 1,Canvas,Oil,Abstraction,Abstract art,100,240,Unknown,4290
Konyuhova Katerina,Black couple square,Canvas,Oil,Abstraction,Abstract art,100,210,Unknown,4290
Konyuhova Katerina,Black_1,Canvas,Oil,Abstraction,Abstract art,140,100,Unknown,2140
Konyuhova Katerina,4rivers (diptih),Canvas,Oil,Abstraction,Abstract art,100,100,Unknown,4290
Derun Ekaterina,"Suddenly, early winter",Canvas,Oil,Still life,Realism,45,35,2016,1930
Art Simia,Stephen Curry,paper,acrylic,Portrait,Expressionism,84,60,Unknown,990
Art Simia,Nude girl,paper,acrylic,Portrait,Expressionism,84,60,Unknown,1030
Art Simia,Mood girl,paper,acrylic,Portrait,Expressionism,44,45,Unknown,530
Art Simia,James Harden,paper,acrylic,Portrait,Expressionism,40,50,Unknown,1110
Art Simia,Happy Girl,paper,acrylic,Portrait,Expressionism,41,29,Unknown,500
Art Simia,Conor McGregor,paper,acrylic,Portrait,Expressionism,70,60,Unknown,980
Art Simia,Autumn mood,paper,acrylic,Portrait,Expressionism,84,60,Unknown,1090
Art Simia,A beautiful shadow,paper,acrylic,Portrait,Expressionism,50,70,Unknown,530
Bogatyreva Anastasiya,Happy loneliness,Canvas,Oil,Flowers,Impressionism,50,70,2008,500
Bogatyreva Anastasiya,Solar mountains,Cardboard,Oil,Landscape,Impressionism,36,50,2010,500
Bogatyreva Anastasiya,Russian river,Cardboard,Oil,Landscape,Impressionism,30,50.5,2011,500
Bogatyreva Anastasiya,Walk with raccoon,Cardboard,Oil,Genre painting,Symbolism,30,40,2012,500
Bogatyreva Anastasiya,Mountains over the Krasnaya Polyana,Cardboard,Oil,Landscape,Impressionism,40,50,2010,500
Bogatyreva Anastasiya,Mountain Achishkho under the sun,Cardboard,Oil,Landscape,Impressionism,36.5,50,2010,500
Elkin Evgeniy,Flag,plywood,Oil,Abstraction,Abstract art,75,75,Unknown,1230
Elkin Evgeniy,Portrait of an enemy,plywood,Oil,Abstraction,Abstract art,40,30,Unknown,610
Elkin Evgeniy,Dangerous cargo,plywood,Oil,Abstraction,Abstract art,100,70,Unknown,1840
Elkin Evgeniy,Tableful,plywood,Oil,Still life,Abstract art,50,150,Unknown,1840
Fayzutdinova YAna,Secrets of the Russian interior,Canvas,acrylic,Portrait,Symbolism,70,70,2018,1290
Doniy Igor,Liguria city. Taj,Canvas,Oil,Landscape,Realism,80,100,2018,3430
Doniy Igor,Liguria. The area of ​​the Taj,Canvas,Oil,Landscape,Realism,80,100,2018,3430
Doniy Igor,Pine trees over the river,Canvas,Oil,Landscape,Realism,80,120,2017,4900
Kruglova Irina,Flower fields,Canvas,Oil,Flowers,Impressionism,65,85,Unknown,1500
Kruglova Irina,Bouquet of wild flowers,Canvas,Oil,Flowers,Impressionism,65,85,2013,1930
Kruglova Irina,Bouquet of peonies,Canvas,Oil,Flowers,Impressionism,85,70,Unknown,1500
Kruglova Irina,"Poppy, chamomile bouquet",Canvas,Oil,Flowers,Impressionism,65,85,Unknown,1930
Kruglova Irina,Strawberry’s time,Canvas,Oil,Flowers,Impressionism,70,85,Unknown,1930
Kashina Elena,Lilac,Canvas,Oil,Still life,Impressionism,50,40,2018,1290
Kashina Elena,Peonies,Canvas,Oil,Flowers,Impressionism,40,30,2018,500
Kashina Elena,Still Life with Sunflowers,Canvas,Oil,Flowers,Impressionism,50,40,2018,1410
Kashina Elena,Almond blossoms,Canvas,Oil,Landscape,Impressionism,110,90,2018,500
Kashina Elena,Irises,Canvas,Oil,Flowers,Impressionism,60,80,2018,2760
Kashina Elena,Gold autumn,Canvas,Oil,Landscape,Impressionism,25,35,2018,740
Kashina Elena,Apple branch,Canvas,Oil,Still life,Impressionism,40,30,2018,920
Kashina Elena,Pansies,Canvas,Oil,Landscape,Impressionism,24,30,2018,500
Bogomolova Ekaterina,Those Fiti,Canvas,"Oil, люминисцентный",Portrait,Symbolism,70,50,Unknown,
Bogomolova Ekaterina,Insignia,Canvas,"Oil, люминисцентный",Abstraction,Abstract art,70,50,Unknown,500
Tatulyan Elena,Still №26,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №27,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №25,silk,Принт,Still life,Realism,50,40,Unknown,640
Tatulyan Elena,Still №24,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №23,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №22,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №21,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №20,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №19,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №18,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №17,silk,Принт,Still life,Realism,50,40,Unknown,640
Kulebakin Nikolay,Shine,Fiberboard,Oil,Abstraction,Abstract art,84,69,1993,12800
Tatulyan Elena,Still №16,silk,Принт,Still life,Realism,40,80,Unknown,640
Tatulyan Elena,Still №15,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №13,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №14,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №12,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №11,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №10,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №9,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №8,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №7,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №6,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №5,silk,Принт,Still life,Realism,50,40,Unknown,640
Tatulyan Elena,Still №4,silk,Принт,Still life,Realism,40,50,Unknown,640
Tatulyan Elena,Still №3,silk,Принт,Still life,Realism,50,40,Unknown,640
Tatulyan Elena,Still №2,silk,Принт,Still life,Realism,50,40,Unknown,640
Tatulyan Elena,Still №1,silk,Принт,Still life,Realism,50,40,Unknown,640
Ryzhikova Tatyana,Old lighthouse. Views of Italy,Canvas,Oil,Landscape,Realism,40,60,2018,640
Ryzhikova Tatyana,Yelagin island,Canvas,Oil,Landscape,Realism,40,40,2018,500
Mheyan Djemma,Nymphs Ceylon,Canvas,Oil,Landscape,Symbolism,100,70,2014,4290
Mheyan Djemma,The Tree of life,Canvas,Oil,Landscape,Symbolism,250,150,2017,27140
Mheyan Djemma,Event horizon,Canvas,Oil,Still life,Impressionism,100,130,2017,10000
Mheyan Djemma,In the Garden of Eden Alexander Goryachev,Canvas,Oil,Landscape,Impressionism,150,100,2017,12860
Kamenev Aleksey,Heat fishing hearth,Canvas,Oil,Genre painting,Realism,92,61,2017,4290
Kamenev Aleksey,Solar market,Canvas,Oil,Genre painting,Realism,50,70,2017,2570
Kamenev Aleksey,Slagatel Indian fairy tales,Canvas,Oil,Portrait,Realism,130,100,2017,10000
Kamenev Aleksey,Happiness Music,Canvas,Oil,Genre painting,Realism,100,150,2017,9860
Kamenev Aleksey,Colors of India,Canvas,Oil,Landscape,Realism,50,70,2017,2570
Kamenev Aleksey,Cow heaven,Canvas,Oil,Landscape,Realism,40,120,2017,3430
Stogova Oksana,Deisis (Copy),Canvas,Oil,Genre painting,Conceptual art,76.5,71,1994,4290
Semernin Seva,Flowers. Modern (right part diptych),Canvas,Oil,Still life,Impressionism,90,50,Unknown,2570
Semernin Seva,Flowers. Modern (left diptych),Canvas,Oil,Still life,Impressionism,90,100,Unknown,2570
Semernin Seva,Flowers. Modern (triptych),Canvas,Oil,Still life,Impressionism,90,250,Unknown,5140
Kolesov Aleksey,Flood: VZ Memory Purygin,Canvas,Oil,Landscape,Impressionism,71,71,2013,4900
Kolesov Aleksey,Finding harmony: Gogol in Rome after the failure of “The Inspector General” in St. Petersburg.,Canvas,Oil,Landscape,Impressionism,40,50,2013,4290
Terekhin Vladimir,Small bouquet,Canvas,Oil,Still life,Impressionism,24,18,Unknown,2140
Terekhin Vladimir,A bouquet of lilac on white table,Canvas,Oil,Still life,Impressionism,80,60,Unknown,6430
Terekhin Vladimir,Bouquet on a white background,Canvas,Oil,Still life,Impressionism,100,90,1996,10000
Maltsev Aleksandr,White Night,Canvas,Oil,Genre painting,Symbolism,84,80,1999,8570
Bondarenko Darya,Samara. Mansion Kurlina Str. Frunze 159,paper,Смешанная,Landscape,Symbolism,38,28,Unknown,500
Bondarenko Darya,Samara. Trading house Permyakova Str. Molodogvardeyskaya 7,paper,Смешанная,Landscape,Expressionism,38,28,Unknown,500
Slivkova Anna,Hello summer!,Canvas,Oil,Still life,Impressionism,60,80,Unknown,1040
Lukashuk Nikolay,Evening landscape,Cardboard,Oil,Landscape,Impressionism,18,23.5,2005,1500
Cholokyan Misak,In cool rocks,Canvas,Oil,Landscape,Impressionism,60,52,2015,2120
Esenov Ashar,Color dreams-3,Canvas,"acrylic, oil",Abstraction,Abstract art,45,60,2017,2570
Esenov Ashar,Color dreams-2,Canvas,"acrylic, oil",Abstraction,Abstract art,50,40,2017,2790
Esenov Ashar,Colourful dreams,Canvas,"acrylic, oil",Abstraction,Abstract art,50,40,2017,2790
Esenov Ashar,Autumn,Canvas,Oil,Landscape,Symbolism,65,74,2018,4710
Esenov Ashar,Venice,Canvas,"acrylic, oil",Abstraction,Abstract art,50,40,2017,2570
Esenov Ashar,BN 2077-2,Canvas,"acrylic, oil",Abstraction,Abstract art,50,70,2017,3000
Esenov Ashar,BN 2077,Canvas,"acrylic, oil",Abstraction,Abstract art,50,50,2017,3430
Esenov Ashar,BN 2017,Canvas,acrylic,Abstraction,Abstract art,50,50,2017,3430
Goryachev Aleksandr,Sunrise in Himalayas,Cardboard,Oil,Landscape,Impressionism,40,60,Unknown,1290
Goryachev Aleksandr,Old Manali,Canvas,Oil,Landscape,Impressionism,40,60,Unknown,1290
Goryachev Aleksandr,The first rays of the sun on the Calcutta flower market,Canvas,Oil,Still life,Impressionism,40,60,Unknown,1290
Goryachev Aleksandr,Calcutta roof,Cardboard,Oil,Landscape,Impressionism,40,20,Unknown,1070
Goryachev Aleksandr,Evening. Goa,Cardboard,Oil,Landscape,Impressionism,40,60,Unknown,1070
Goryachev Aleksandr,Calcutta on the bridge,Cardboard,Oil,Portrait,Impressionism,40,60,Unknown,1290
Goryachev Aleksandr,Indian fishermen,Cardboard,Oil,Landscape,Impressionism,40,60,Unknown,500
Goryachev Aleksandr,Against the background of the pool,Canvas,Oil,Landscape,Impressionism,40,50,Unknown,1290
Goryachev Aleksandr,Dawn. Beach. Chinna,Canvas,Oil,Landscape,Impressionism,40,50,Unknown,1290
Goryachev Aleksandr,Sunset in Goa,Canvas,Oil,Landscape,Impressionism,40,50,Unknown,1290
Goryachev Aleksandr,In the Indian Ocean,Cardboard,Oil,Landscape,Impressionism,40,60,Unknown,2140
